,AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
83,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS VILL,,,Being added to Brain Standards Ontology,,,,,,,"DACH1, LOC101927389, TNC",DACH1,,,LOC101927389,,,TNC,,,,,,,,,,,,,,,,,,,,
84,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3 RORB OTOGL,,,Being added to Brain Standards Ontology,,,,,,,"COL22A1, RMST",COL22A1,,,RMST,,,,,,,,,,,,,,,,,,,,,,,
85,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB LINC01202,,,Being added to Brain Standards Ontology,,,,,,,"LOC101927874, LOC105374971, LOC105376081, LOC105377703",LOC101927874,,,LOC105374971,,,LOC105376081,,,LOC105377703,,,,,,,,,,,,,,,,,
86,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS SLC22A18,,,Being added to Brain Standards Ontology,,,,,,,"BTNL9, CCBE1, LOC401134, SLC7A11",BTNL9,,,CCBE1,,,LOC401134,,,SLC7A11,,,,,,,,,,,,,,,,,
87,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 THEMIS TNFAIP6,,,Being added to Brain Standards Ontology,,,,,,,"LOC105373893, LOC105378031, LTBP1, TSHZ2",LOC105373893,,,LOC105378031,,,LTBP1,,,TSHZ2,,,,,,,,,,,,,,,,,
88,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB LNX2,,,Being added to Brain Standards Ontology,,,,,,,"LOC105374971, LOC105377703, TRABD2A",LOC105374971,,,LOC105377703,,,TRABD2A,,,,,,,,,,,,,,,,,,,,
89,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB RPRM,,,Being added to Brain Standards Ontology,,,,,,,"LOC105374971, LOC105374973, RPRM",LOC105374971,,,LOC105374973,,,RPRM,,,,,,,,,,,,,,,,,,,,
90,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 RORB MED8,,,Being added to Brain Standards Ontology,,,,,,,"COL22A1, LOC401134, NPFFR2",COL22A1,,,LOC401134,,,NPFFR2,,,,,,,,,,,,,,,,,,,,
91,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS FGF10,,,Being added to Brain Standards Ontology,,,,,,,"BDNF, CRH, NPFFR2",BDNF,,,CRH,,,NPFFR2,,,,,,,,,,,,,,,,,,,,
92,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 THEMIS LINC00343,,,Being added to Brain Standards Ontology,,,,,,,"ANKRD30B, LINC00299, LINC00343",ANKRD30B,,,LINC00299,,,LINC00343,,,,,,,,,,,,,,,,,,,,
93,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 THEMIS SLN,,,Being added to Brain Standards Ontology,,,,,,,"FAM163A, LOC105371832, LOC105374524",FAM163A,,,LOC105371832,,,LOC105374524,,,,,,,,,,,,,,,,,,,,
94,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 THEMIS SNTG2,,,Being added to Brain Standards Ontology,,,,,,,"LOC101927389, LOC105371310",LOC101927389,,,LOC105371310,,,,,,,,,,,,,,,,,,,,,,,
95,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 THEMIS SMYD1 (L6 IT Car3),,,Being added to Brain Standards Ontology,,,,,,,"ATP10A, TRPC5",ATP10A,,,TRPC5,,,,,,,,,,,,,,,,,,,,,,,
96,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 OR1L8,,,Being added to Brain Standards Ontology,,,,,,,"LGR6, LOC101927439, LOC105374392, LOC105377183",LGR6,,,LOC101927439,,,LOC105374392,,,LOC105377183,,,,,,,,,,,,,,,,,
97,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS LINC01116,,,Being added to Brain Standards Ontology,,,,,,,"LOC105369890, LOC105371663",LOC105369890,,,LOC105371663,,,,,,,,,,,,,,,,,,,,,,,
98,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS RGPD6,,,Being added to Brain Standards Ontology,,,,,,,"DDR2, LOC105371663, THEMIS",DDR2,,,LOC105371663,,,THEMIS,,,,,,,,,,,,,,,,,,,,
99,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 C9orf135-AS1,,,Being added to Brain Standards Ontology,,,,,,,"EGFEM1P, FOXP2, SEMA5A",EGFEM1P,,,FOXP2,,,SEMA5A,,,,,,,,,,,,,,,,,,,,
100,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 FILIP1L,,,Being added to Brain Standards Ontology,,,,,,,"LOC100128497, MCTP2, SEC16B, SULF1",LOC100128497,,,MCTP2,,,SEC16B,,,SULF1,,,,,,,,,,,,,,,,,
101,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 SH2D1B,,,Being added to Brain Standards Ontology,,,,,,,"ADAMTSL1, MEIS2, NLGN4Y, PAPSS2",ADAMTSL1,,,MEIS2,,,NLGN4Y,,,PAPSS2,,,,,,,,,,,,,,,,,
102,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 PDYN,,,Being added to Brain Standards Ontology,,,,,,,"GBP2, PDYN",GBP2,,,PDYN,,,,,,,,,,,,,,,,,,,,,,,
103,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 FFAR4,,,Being added to Brain Standards Ontology,,,,,,,"FER1L6_AS2, LOC105378486",FER1L6_AS2,,,LOC105378486,,,,,,,,,,,,,,,,,,,,,,,
104,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 PROKR2,,,Being added to Brain Standards Ontology,,,,,,,"LOC105371310, SLITRK6",LOC105371310,,,SLITRK6,,,,,,,,,,,,,,,,,,,,,,,
105,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 CFTR,,,Being added to Brain Standards Ontology,,,,,,,"LOC105374392, NR4A2, SEMA3D",LOC105374392,,,NR4A2,,,SEMA3D,,,,,,,,,,,,,,,,,,,,
106,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 KLK7,,,Being added to Brain Standards Ontology,,,,,,,"LOC101927439, MDFIC",LOC101927439,,,MDFIC,,,,,,,,,,,,,,,,,,,,,,,
107,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 POGK,,,Being added to Brain Standards Ontology,,,,,,,"ADD3_AS1, LOC100132891, PCOLCE2",ADD3_AS1,,,LOC100132891,,,PCOLCE2,,,,,,,,,,,,,,,,,,,,
108,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 CSN1S1,,,Being added to Brain Standards Ontology,,,,,,,"LOC105373592, OPN4, VAT1L",LOC105373592,,,OPN4,,,VAT1L,,,,,,,,,,,,,,,,,,,,
109,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 FEZF2 ASGR2,,,Being added to Brain Standards Ontology,,,,,,,"LOC105376457, OR51E2",LOC105376457,,,OR51E2,,,,,,,,,,,,,,,,,,,,,,,
110,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 FEZF2 LINC01107,,,Being added to Brain Standards Ontology,,,,,,,"BTNL9, EDNRB",BTNL9,,,EDNRB,,,,,,,,,,,,,,,,,,,,,,,
111,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 PKD2L1,,,Being added to Brain Standards Ontology,,,,,,,"NPSR1_AS1, VGLL3",NPSR1_AS1,,,VGLL3,,,,,,,,,,,,,,,,,,,,,,,
112,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 NREP-AS1,,,Being added to Brain Standards Ontology,,,,,,,"ADAMTS12, CD36, LOC105370315",ADAMTS12,,,CD36,,,LOC105370315,,,,,,,,,,,,,,,,,,,,
113,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 RNF144A-AS1,,,Being added to Brain Standards Ontology,,,,,,,"CD36, LOC105369818, LOC105370019",CD36,,,LOC105369818,,,LOC105370019,,,,,,,,,,,,,,,,,,,,
114,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 IFNG-AS1,,,Being added to Brain Standards Ontology,,,,,,,"LOC105369818, NPSR1_AS1",LOC105369818,,,NPSR1_AS1,,,,,,,,,,,,,,,,,,,,,,,
115,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 LPO,,,Being added to Brain Standards Ontology,,,,,,,"LOC101928114, LOC105376372",LOC101928114,,,LOC105376372,,,,,,,,,,,,,,,,,,,,,,,
116,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,OPC L1-6 PDGFRA COL20A1,,,Being added to Brain Standards Ontology,,,,,,,"FAM222A, KIF25, TGFA",FAM222A,,,KIF25,,,TGFA,,,,,,,,,,,,,,,,,,,,
117,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Oligo L2-6 OPALIN MAP6D1,,,Being added to Brain Standards Ontology,,,,,,,"ENPP2, LOC101927459",ENPP2,,,LOC101927459,,,,,,,,,,,,,,,,,,,,,,,
118,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Oligo L3-6 OPALIN ENPP6,,,Being added to Brain Standards Ontology,,,,,,,"ENPP2, LINC01378, MBP, ST18",ENPP2,,,LINC01378,,,MBP,,,ST18,,,,,,,,,,,,,,,,,
119,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Oligo L2-6 OPALIN FTH1P3,,,Being added to Brain Standards Ontology,,,,,,,"STK32A, VCAN",STK32A,,,VCAN,,,,,,,,,,,,,,,,,,,,,,,
120,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Oligo L5-6 OPALIN LDLRAP1,,,Being added to Brain Standards Ontology,,,,,,,"LOC105376917, OPALIN, RNF219_AS1",LOC105376917,,,OPALIN,,,RNF219_AS1,,,,,,,,,,,,,,,,,,,,
121,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Astro L1-6 FGFR3 AQP1,,,Being added to Brain Standards Ontology,,,,,,,TNC,TNC,,,,,,,,,,,,,,,,,,,,,,,,,,
122,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Astro L1 FGFR3 SERPINI2,,,Being added to Brain Standards Ontology,,,,,,,"CFAP47, WDR49",CFAP47,,,WDR49,,,,,,,,,,,,,,,,,,,,,,,
123,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Astro L1-6 FGFR3 PLCG1,,,Being added to Brain Standards Ontology,,,,,,,"COL5A3, LOC105376917",COL5A3,,,LOC105376917,,,,,,,,,,,,,,,,,,,,,,,
124,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Endo L2-5 NOSTRIN SRGN,,,Being added to Brain Standards Ontology,,,,,,,CLDN5,CLDN5,,,,,,,,,,,,,,,,,,,,,,,,,,
125,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,VLMC L1-5 PDGFRA COLEC12,,,Being added to Brain Standards Ontology,,,,,,,"COL1A2, COLEC12",COL1A2,,,COLEC12,,,,,,,,,,,,,,,,,,,,,,,
126,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Micro L1-6 TYROBP CD74,,,Being added to Brain Standards Ontology,,,,,,,"APBB1IP, P2RY12",APBB1IP,,,P2RY12,,,,,,,,,,,,,,,,,,,,,,,
127,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,superior frontal gyrus,superior frontal gyrus,UBERON:0002661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,middle frontal gyrus,middle frontal gyrus,UBERON:0002702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,inferior frontal gyrus,inferior frontal gyrus,UBERON:0002998,"inferior frontal gyrus, triangular part",riangular part of inferior frontal gyrus,UBERON:0002629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,inferior frontal gyrus,inferior frontal gyrus,UBERON:0002998,"inferior frontal gyrus, opercular part",opercular part of inferior frontal gyrus,UBERON:0002980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,inferior frontal gyrus,inferior frontal gyrus,UBERON:0002998,"inferior frontal gyrus, orbital part",orbital part of inferior frontal gyrus,UBERON:0002624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,gyrus rectus (straight gyrus),gyrus rectus,UBERON:0004671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,medial orbital gyrus,medial orbital gyrus,UBERON:0002570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
