,AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
208,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,pulvinar of thalamus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,ventral anterior nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,ventral lateral nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,ventral posterior medial nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,ventral posterior lateral nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,lateral geniculate nuclei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,medial geniculate nuclei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,parafascicular nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,centromedian nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,midline nuclear complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,ventral thalamus,ventral thalamus,UBERON:0001900,zona Incerta,zona incerta,UBERON:0001907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,epithalamus,epithalamus,UBERON:0001899,habenular nuclei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,epithalamus,epithalamus,UBERON:0001899,paraventricular nucleus of thalamus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,epithalamus,epithalamus,UBERON:0001899,pineal body,pineal body,UBERON:0001905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,reticular formation of thalamus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,subthalamic nucleus (subthalamus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,hypothalamus,hypothalamus,UBERON:0001898,preoptic region,medial preoptic region,UBERON:0007769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,hypothalamus,hypothalamus,UBERON:0001898,supraoptic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,hypothalamus,hypothalamus,UBERON:0001898,tuberal region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,hypothalamus,hypothalamus,UBERON:0001898,mammillary region,,,mammillary nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,anterior commissure,anterior commissure,UBERON:0000935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,corpus callosum (midline portion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,fornix,fornix of brain,UBERON:0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,internal capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,mammillothalamic tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,olfactory tract,olfactory tract,UBERON:0002265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,optic radiation,optic radiation,UBERON:0022264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,white matter of forebrain,white matter of forebrain,UBERON:0019261,optic tract,optic tract,UBERON:0001908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,ventricle of forebrain,,,lateral ventricles,telencephalic ventricle,UBERON:0002285,anterior horn of lateral ventricle,anterior horn of lateral ventricle,UBERON:0002651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,ventricle of forebrain,,,lateral ventricles,telencephalic ventricle,UBERON:0002285,body of lateral ventricle,body of lateral ventricle,UBERON:0002655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,ventricle of forebrain,,,lateral ventricles,telencephalic ventricle,UBERON:0002285,atrium of lateral ventricle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,ventricle of forebrain,,,lateral ventricles,telencephalic ventricle,UBERON:0002285,posterior horn of lateral ventricle,posterior horn lateral ventricle,UBERON:0004672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,ventricle of forebrain,,,lateral ventricles,telencephalic ventricle,UBERON:0002285,inferior horn of lateral ventricle,inferior horn of the lateral ventricle,UBERON:0006091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,ventricle of forebrain,,,third ventricle,third ventricle,UBERON:0002286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,gray matter of midbrain,gray matter of midbrain,UBERON:0019267,Pretectal region,Pretectal region,UBERON:0001944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,gray matter of midbrain,gray matter of midbrain,UBERON:0019267,midbrain tegmentum,midbrain tegmentum,UBERON:0001943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,gray matter of midbrain,gray matter of midbrain,UBERON:0019267,periaqueductal gray substance,central gray substance of midbrain,UBERON:0003040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,gray matter of midbrain,gray matter of midbrain,UBERON:0019267,red nucleus,red nucleus,UBERON:0001947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,gray matter of midbrain,gray matter of midbrain,UBERON:0019267,substantia nigra,substantia nigra,UBERON:0002038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,gray matter of midbrain,gray matter of midbrain,UBERON:0019267,superior colliculus,superior colliculus,UBERON:0001945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,gray matter of midbrain,gray matter of midbrain,UBERON:0019267,inferior colliculus,inferior colliculus,UBERON:0001946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,white matter of midbrain,white matter of midbrain,UBERON:0016554,cerebral peduncle,cerebral peduncle,UBERON:0002623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,brain,brain,UBERON:0000955,midbrain (mesencephalon),midbrain,UBERON:0001891,ventricle of midbrain (cerebral aqueduct),midbrain cerebral aqueduct,UBERON:0002289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,cerebellum,cerebellum,UBERON:0002037,cerebellar cortex,cerebellar cortex,UBERON:0002129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,cerebellum,cerebellum,UBERON:0002037,paravermis of cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,cerebellum,cerebellum,UBERON:0002037,lateral hemisphere of cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,cerebellum,cerebellum,UBERON:0002037,cerebellar vermis,cerebellar vermis,UBERON:0004720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,cerebellum,cerebellum,UBERON:0002037,cerebellar deep nuclei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,pons,pons,UBERON:0000988,pontine tegmentum,pontine tegmentum,UBERON:0003023,vestibular nuclei,vestibular nucleus,UBERON:0007228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,pons,pons,UBERON:0000988,pontine tegmentum,pontine tegmentum,UBERON:0003023,parabrachial nuclei,parabrachial nucleus,UBERON:0007634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,pons,pons,UBERON:0000988,basilar part of pons (Pontine nuclei),pontine nuclear group,UBERON:0002151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,medulla oblongata,medulla oblongata,UBERON:0001896,tegmentum of the medulla,tegmentum,UBERON:0024151,spinal trigeminal nucleus,spinal nucleus of trigeminal nerve,UBERON:0001717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,gray matter of hindbrain,gray matter of hindbrain,UBERON:0019263,medulla oblongata,medulla oblongata,UBERON:0001896,tegmentum of the medulla,tegmentum,UBERON:0024151,inferior olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,white matter of hindbrain,white matter of hindbrain,UBERON:0019258,pyramidal tract,corticospinal tract,UBERON:0002707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,white matter of hindbrain,white matter of hindbrain,UBERON:0019258,superior cerebellar peduncle,superior cerebellar peduncle,UBERON:0002150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,white matter of hindbrain,white matter of hindbrain,UBERON:0019258,middle cerebellar peduncle,middle cerebellar peduncle,UBERON:0002152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,white matter of hindbrain,white matter of hindbrain,UBERON:0019258,inferior cerebellar peduncle,inferior cerebellar peduncle,UBERON:0002163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,ventricles of hindbrain,brain ventricle,UBERON:0004086,fourth ventricle,fourth ventricle,UBERON:0002422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,brain,brain,UBERON:0000955,hindbrain (rhombencephalon),hindbrain,UBERON:0002028,ventricles of hindbrain,brain ventricle,UBERON:0004086,central canal of medulla oblongata,central canal of spinal cord,UBERON:0002291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
